,learning_rewards,learning_steps,learning_discounted_rewards,learning_success,learning_collision,learning_fell_into_cliff
304,-101.0,2.0,-80.7206415968,0.0,0.0,1.0
305,-65.5,16.0,-41.319226349326286,0.0,3.0,0.5
306,-66.5,17.0,-26.426770274624033,0.0,1.5,0.5
307,-65.5,16.0,-41.319226349326286,0.0,1.5,0.5
308,-116.5,17.5,-5.756221683124174,0.0,2.0,1.0
309,-108.0,9.0,-52.96550192677515,0.0,0.0,1.0
310,-30.0,30.0,-4.392852698652579,0.0,5.5,0.0
311,-102.0,3.0,-69.21687454715979,0.0,1.0,1.0
312,-115.5,16.5,-6.275410212940015,0.0,0.5,1.0
313,-100.5,1.5,-89.1228,0.0,0.5,1.0
314,-103.0,4.0,-62.35271166555568,0.0,1.0,1.0
315,-110.5,11.5,-52.4086290475622,0.0,0.5,1.0
316,-104.0,5.0,-58.25694617744409,0.0,0.5,1.0
317,-105.5,6.5,-27.696901710756546,0.0,1.0,1.0
318,-102.0,3.0,-69.21687454715979,0.0,1.0,1.0
319,-68.0,18.5,-14.54913801488197,0.0,8.0,0.5
320,-102.0,3.0,-69.21687454715979,0.0,0.5,1.0
321,-66.0,16.5,-32.91706794612629,0.0,2.5,0.5
322,-112.0,13.0,-52.294746443073386,0.0,2.0,1.0
323,-104.5,5.5,-40.76256783912848,0.0,0.5,1.0
324,-108.5,9.5,-15.854977188416154,0.0,1.5,1.0
325,-65.5,16.0,-41.319226349326286,0.0,1.5,0.5
326,-100.0,1.0,-100.0,0.0,0.0,1.0
327,-102.5,3.5,-65.34419004520086,0.0,0.5,1.0
328,-65.0,15.5,-52.19642634932629,0.0,2.5,0.5
329,-105.5,6.5,-27.696901710756546,0.0,2.0,1.0
330,-101.0,2.0,-80.7206415968,0.0,1.0,1.0
331,-100.0,1.0,-100.0,0.0,0.0,1.0
332,-105.0,6.0,-55.81305094608767,0.0,1.5,1.0
333,-69.5,20.0,-9.07455396577004,0.0,5.0,0.5
334,-105.0,6.0,-46.00092761644375,0.0,0.5,1.0
335,-66.0,16.5,-32.91706794612629,0.0,3.0,0.5
336,-104.0,5.0,-49.16472624232848,0.0,2.0,1.0
337,-112.0,13.0,-52.294746443073386,0.0,1.0,1.0
338,-102.0,3.0,-61.4412831936,0.0,0.0,1.0
339,-101.0,2.0,-80.7206415968,0.0,1.0,1.0
340,-102.5,3.5,-54.950985522097746,0.0,0.0,1.0
341,-103.5,4.5,-60.04192624232848,0.0,1.5,1.0
342,-101.0,2.0,-78.2456,0.0,1.0,1.0
343,-71.0,21.5,-6.551233673023274,0.0,2.5,0.5
344,-65.0,15.5,-52.19642634932629,0.0,2.5,0.5
345,-113.0,14.0,-8.182096132947553,0.0,1.0,1.0
346,-100.0,1.0,-100.0,0.0,0.0,1.0
347,-100.0,1.0,-100.0,0.0,0.0,1.0
348,-103.0,4.0,-48.46068785059549,0.0,2.0,1.0
349,-100.0,1.0,-100.0,0.0,0.0,1.0
350,-115.5,16.5,-6.519605266144021,0.0,5.0,1.0
